pub_link,pub_title,pub_date,auth_name,auth_link,id,auth_name_extract,text
https://pureportal.coventry.ac.uk/en/publications/modelling-asymmetric-price-responses-of-industrial-energy-demand-,Modelling asymmetric price responses of industrial energy demand with a dynamic hierarchical model,jun 2021,Akin Sharimakin,['https://pureportal.coventry.ac.uk/en/persons/akin-sharimakin'],72,akin sharimakin,modelling asymmetric price responses of industrial energy demand with a dynamic hierarchical model akin sharimakin jun 2021
https://pureportal.coventry.ac.uk/en/publications/monitoring-exchange-rate-instability-in-12-selected-islamic-econo,Monitoring exchange rate instability in 12 selected Islamic economies,sep 2021,Alireza Zarei,['https://pureportal.coventry.ac.uk/en/persons/alireza-zarei'],73,alireza zarei,monitoring exchange rate instability in 12 selected islamic economies alireza zarei sep 2021
https://pureportal.coventry.ac.uk/en/publications/performance-measurement-in-smart-city-governance-a-case-study-of-,Performance measurement in smart city governance A case study of an Egyptian city council,2021,Loai Alsaid,['https://pureportal.coventry.ac.uk/en/persons/loai-alsaid'],74,loai alsaid,performance measurement in smart city governance a case study of an egyptian city council loai alsaid 2021
https://pureportal.coventry.ac.uk/en/publications/probability-of-mergers-and-acquisitions-deal-failure,Probability of Mergers and Acquisitions Deal Failure,21 jan 2021,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],75,sailesh tanna,probability of mergers and acquisitions deal failure sailesh tanna 21 jan 2021
https://pureportal.coventry.ac.uk/en/publications/reasons-behind-the-worldwide-diversity-in-identity-and-issuance-o,Reasons behind the worldwide diversity in identity and issuance of good governance codes,jun 2021,Ibrahim Elmghaamez,['https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez'],76,ibrahim elmghaamez,reasons behind the worldwide diversity in identity and issuance of good governance codes ibrahim elmghaamez jun 2021
https://pureportal.coventry.ac.uk/en/publications/regulatory-capital-implications-on-credit-creation-and-profitabil,Regulatory capital Implications on credit creation and profitability,2021,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],77,isaiah oino,regulatory capital implications on credit creation and profitability isaiah oino 2021
https://pureportal.coventry.ac.uk/en/publications/revisiting-the-expected-utility-theory-and-the-consumption-capm,Revisiting the Expected Utility Theory and the Consumption CAPM,2021,Nikhil Sapre,['https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre'],78,nikhil sapre,revisiting the expected utility theory and the consumption capm nikhil sapre 2021
https://pureportal.coventry.ac.uk/en/publications/role-of-public-auditors-in-fraud-detection-a-critical-review,Role of Public Auditors in Fraud Detection A Critical Review,18 jan 2021,Umut Turksen,['https://pureportal.coventry.ac.uk/en/persons/umut-turksen'],79,umut turksen,role of public auditors in fraud detection a critical review umut turksen 18 jan 2021
https://pureportal.coventry.ac.uk/en/publications/sovereign-wealth-funds-and-corporate-social-responsibility-a-comp,Sovereign wealth funds and corporate social responsibility a comparison of Norway’s Government Pension Fund Global and Abu Dhabi Fund for Development,28 jul 2021,Rashedul Hasan,['https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan'],80,rashedul hasan,sovereign wealth funds and corporate social responsibility a comparison of norway’s government pension fund global and abu dhabi fund for development rashedul hasan 28 jul 2021
https://pureportal.coventry.ac.uk/en/publications/stakeholder-power-and-organisational-trust-repair-the-case-of-the,Stakeholder power and organisational trust repair The case of the BBC,27 may 2021,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],81,abdurafiu noah,stakeholder power and organisational trust repair the case of the bbc abdurafiu noah 27 may 2021
https://pureportal.coventry.ac.uk/en/publications/statistical-analysis-of-the-effects-of-sub-urbanisation-and-de-ur,Statystyczna analiza skutków sub i dezurbanizacji w Polsce „efekt przynależności”,2021,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],82,piotr lis,statystyczna analiza skutków sub i dezurbanizacji w polsce „efekt przynależności” piotr lis 2021
https://pureportal.coventry.ac.uk/en/publications/application-of-regression-analysis-to-delineate-polish-urban-and-,Studium delimitacji miejskich obszarów funkcjonalnych zapomoc metod statystycznych,2021,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],83,piotr lis,studium delimitacji miejskich obszarów funkcjonalnych zapomoc metod statystycznych piotr lis 2021
https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-puzzle-an-analysis-with-characteristics-matched-po,Sukuk and Bond Puzzle An Analysis with Characteristics Matched Portfolios,2021,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],84,sarkar kabir,sukuk and bond puzzle an analysis with characteristics matched portfolios sarkar kabir 2021
https://pureportal.coventry.ac.uk/en/publications/testing-dividend-life-cycle-theory-in-the-islamic-and-conventiona,Testing Dividend Life-Cycle Theory in the Islamic and Conventional Banking Sectors of GCC Countries,4 mar 2021,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],85,sailesh tanna,testing dividend life-cycle theory in the islamic and conventional banking sectors of gcc countries sailesh tanna 4 mar 2021
https://pureportal.coventry.ac.uk/en/publications/the-effect-of-institutions-on-the-fdi-growth-nexus-what-matter-mo,The effect of institutions on the FDI-growth nexus What matter most?,28 sep 2021,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],86,sailesh tanna,the effect of institutions on the fdi-growth nexus what matter most? sailesh tanna 28 sep 2021
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-religiosity-on-earnings-quality-international-evide,The Impact of Religiosity on Earnings Quality International Evidence from the Banking Sector,nov 2021,Masud Ibrahim,['https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim'],87,masud ibrahim,the impact of religiosity on earnings quality international evidence from the banking sector masud ibrahim nov 2021
https://pureportal.coventry.ac.uk/en/publications/the-influence-of-institutional-pressures-on-the-implementation-of,The influence of institutional pressures on the implementation of a performance measurement system in an Egyptian social enterprise,22 jan 2021,Loai Alsaid,['https://pureportal.coventry.ac.uk/en/persons/loai-alsaid'],88,loai alsaid,the influence of institutional pressures on the implementation of a performance measurement system in an egyptian social enterprise loai alsaid 22 jan 2021
https://pureportal.coventry.ac.uk/en/publications/towards-understanding-how-the-hr-function-relates-to-the-accounti,Towards Understanding How the HR Function Relates to the Accounting Function,13 jan 2021,Simon Horsman,['https://pureportal.coventry.ac.uk/en/persons/simon-horsman'],89,simon horsman,towards understanding how the hr function relates to the accounting function simon horsman 13 jan 2021
https://pureportal.coventry.ac.uk/en/publications/trade-wins-or-trade-wars-the-perceptions-and-knowledge-in-the-fre,Trade Wins or Trade Wars The Perceptions and Knowledge in the Free Trade Debate,jul 2021,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],90,piotr lis,trade wins or trade wars the perceptions and knowledge in the free trade debate piotr lis jul 2021
https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-labor-standards-in-the-turkish-construction-indu,Türkiye İnşaat Sanayii Çalışma Standartlarının Sektörel Gelişim Üzerinden Değerlendirilmesi,14 mar 2021,Mehtap Hisarciklilar,['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar'],91,mehtap hisarciklilar,türkiye i̇nşaat sanayii çalışma standartlarının sektörel gelişim üzerinden değerlendirilmesi mehtap hisarciklilar 14 mar 2021
https://pureportal.coventry.ac.uk/en/publications/understanding-public-sentiment-in-relation-to-the-african-contine,Understanding Public Sentiment in Relation to the African Continental Free Trade Agreement,1 jul 2021,Olubunmi Ajala,['https://pureportal.coventry.ac.uk/en/persons/olubunmi-ajala'],92,olubunmi ajala,understanding public sentiment in relation to the african continental free trade agreement olubunmi ajala 1 jul 2021
https://pureportal.coventry.ac.uk/en/publications/the-economists-perspective-on-the-use-of-statistical-methods-for-,Znaczenie metod statystycznych dla potrzeb delimitacji miejskich obszarów funkcjonalnych spojrzenie ekonomisty,2021,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],93,piotr lis,znaczenie metod statystycznych dla potrzeb delimitacji miejskich obszarów funkcjonalnych spojrzenie ekonomisty piotr lis 2021
https://pureportal.coventry.ac.uk/en/publications/academic-letter-on-french-indochina-war-metaphors-for-strategic-i,Academic letter on French Indochina War Metaphors for strategic insight,28 dec 2020,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],94,simon huston,academic letter on french indochina war metaphors for strategic insight simon huston 28 dec 2020
https://pureportal.coventry.ac.uk/en/publications/accounting-and-smart-cities-new-evidence-for-governmentality-and-,Accounting and smart cities New evidence for governmentality and politics,9 apr 2020,Loai Alsaid,['https://pureportal.coventry.ac.uk/en/persons/loai-alsaid'],95,loai alsaid,accounting and smart cities new evidence for governmentality and politics loai alsaid 9 apr 2020
https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-tackling-english-obesity,Bathing facilities and health phronesis tackling English obesity,4 jun 2020,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],96,simon huston,bathing facilities and health phronesis tackling english obesity simon huston 4 jun 2020
https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-a-preliminary-english-inv-2,Bathing Facilities and Health Phronesis A Preliminary English Investigation,10 jun 2020,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],97,simon huston,bathing facilities and health phronesis a preliminary english investigation simon huston 10 jun 2020
https://pureportal.coventry.ac.uk/en/publications/calculating-the-relative-importance-of-condition-attributes-based,Calculating the relative importance of condition attributes based on the characteristics of decision rules and attribute reducts application to crowdfunding,16 oct 2020,Thang Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thang-nguyen'],98,thang nguyen,calculating the relative importance of condition attributes based on the characteristics of decision rules and attribute reducts application to crowdfunding thang nguyen 16 oct 2020
https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-practices-in-bangladesh,Case Studies of Shari`ah Governance Practices in Bangladesh,31 may 2020,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],99,hafij ullah,case studies of shari`ah governance practices in bangladesh hafij ullah 31 may 2020
https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-in-practice-united-kingdom-and,Case Studies of Shari’ah Governance in Practice United Kingdom and Europe,apr 2020,Samir Alamad,['https://pureportal.coventry.ac.uk/en/persons/samir-alamad'],100,samir alamad,case studies of shari’ah governance in practice united kingdom and europe samir alamad apr 2020
https://pureportal.coventry.ac.uk/en/publications/corporate-political-strategies-in-weak-institutional-environments,Corporate Political Strategies in Weak Institutional Environments A Break from Conventions,feb 2020,Daniel Aghanya,['https://pureportal.coventry.ac.uk/en/persons/daniel-aghanya'],101,daniel aghanya,corporate political strategies in weak institutional environments a break from conventions daniel aghanya feb 2020
https://pureportal.coventry.ac.uk/en/publications/determinants-of-capital-flight-new-panel-evidence-from-sub-sahara,Determinants of Capital Flight New Panel Evidence from Sub-Saharan Africa (SSA),30 dec 2020,Alloysius Egbulonu,['https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu'],102,alloysius egbulonu,determinants of capital flight new panel evidence from sub-saharan africa (ssa) alloysius egbulonu 30 dec 2020
https://pureportal.coventry.ac.uk/en/publications/did-corporate-governance-compliance-have-an-impact-on-auditor-sel,Did Corporate Governance Compliance Have an Impact on Auditor Selection and Quality Evidence From FTSE 350,1 sep 2020,Ibrahim Elmghaamez,['https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez'],103,ibrahim elmghaamez,did corporate governance compliance have an impact on auditor selection and quality evidence from ftse 350 ibrahim elmghaamez 1 sep 2020
https://pureportal.coventry.ac.uk/en/publications/do-lockdown-and-testing-help-in-curbing-covid-19-transmission,Do lockdown and testing help in curbing COVID-19 transmission?,4 may 2020,Olubunmi Ajala,['https://pureportal.coventry.ac.uk/en/persons/olubunmi-ajala'],104,olubunmi ajala,do lockdown and testing help in curbing covid-19 transmission? olubunmi ajala 4 may 2020
https://pureportal.coventry.ac.uk/en/publications/earnings-management-by-share-financed-acquirers-prior-to-deal-ann,Earnings management by share-financed acquirers prior to deal announcements The roles of financial expertise tenure and reputation.,feb 2020,Thai Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thai-nguyen'],105,thai nguyen,earnings management by share-financed acquirers prior to deal announcements the roles of financial expertise tenure and reputation. thai nguyen feb 2020
https://pureportal.coventry.ac.uk/en/publications/effects-of-director-networks-on-acquiring-firms-earnings-manageme,Effects of director networks on acquiring firms earnings management prior to M&A,28 jan 2020,"Thai Nguyen, Thang Nguyen","['https://pureportal.coventry.ac.uk/en/persons/thai-nguyen', 'https://pureportal.coventry.ac.uk/en/persons/thang-nguyen']",106,thai nguyen thang nguyen,effects of director networks on acquiring firms earnings management prior to m&a thai nguyen thang nguyen 28 jan 2020
https://pureportal.coventry.ac.uk/en/publications/eurasian-business-perspectives-proceedings-of-the-28th-eurasia-bu,Eurasian Business Perspectives Proceedings of the 28th Eurasia Business and Economics Society Conference,28 jun 2020,Uchenna Tony-Okeke,['https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke'],107,uchenna tony okeke,eurasian business perspectives proceedings of the 28th eurasia business and economics society conference uchenna tony okeke 28 jun 2020
https://pureportal.coventry.ac.uk/en/publications/eurasian-economic-perspectives-proceedings-of-the-28th-eurasia-bu,Eurasian Economic Perspectives Proceedings of the 28th Eurasia Business and Economics Society Conference,28 jun 2020,Uchenna Tony-Okeke,['https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke'],108,uchenna tony okeke,eurasian economic perspectives proceedings of the 28th eurasia business and economics society conference uchenna tony okeke 28 jun 2020
https://pureportal.coventry.ac.uk/en/publications/exploring-the-prospects-for-islamic-home-finance-in-the-uk-eviden,Exploring the Prospects for Islamic Home Finance in the UK Evidence from the Industry Practitioners Perspective,2020,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],109,sarkar kabir,exploring the prospects for islamic home finance in the uk evidence from the industry practitioners perspective sarkar kabir 2020
https://pureportal.coventry.ac.uk/en/publications/fair-value-accounting-and-value-relevance-of-equity-book-value-an,Fair value accounting and value relevance of equity book value and net income for European financial firms during the crisis,jun 2020,Alaa Alhaj Ismail,['https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail'],110,alaa alhaj ismail,fair value accounting and value relevance of equity book value and net income for european financial firms during the crisis alaa alhaj ismail jun 2020
https://pureportal.coventry.ac.uk/en/publications/financial-contagion-in-a-coreperiphery-interbank-network,Financial Contagion in a Core–Periphery Interbank Network,3 mar 2020,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],111,sailesh tanna,financial contagion in a core–periphery interbank network sailesh tanna 3 mar 2020
https://pureportal.coventry.ac.uk/en/publications/financial-market-consequences-of-early-adoption-of-international-,Financial Market Consequences of Early Adoption of International Standards on Auditing International Evidence,21 jul 2020,Ibrahim Elmghaamez,['https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez'],112,ibrahim elmghaamez,financial market consequences of early adoption of international standards on auditing international evidence ibrahim elmghaamez 21 jul 2020
https://pureportal.coventry.ac.uk/en/publications/how-green-is-the-green-banking-investment-in-bangladesh-a-paradox,How green is the green banking investment in Bangladesh A Paradox of Green Banking Practices,2020,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],113,hafij ullah,how green is the green banking investment in bangladesh a paradox of green banking practices hafij ullah 2020
https://pureportal.coventry.ac.uk/en/publications/investor-sentiment-and-investments-in-equity-crowdfunding-with-th,Investor sentiment and investments in equity Crowdfunding,2020,Thang Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thang-nguyen'],114,thang nguyen,investor sentiment and investments in equity crowdfunding thang nguyen 2020
https://pureportal.coventry.ac.uk/en/publications/is-corporate-hedging-always-beneficial-a-theoretical-and-empirica,Is corporate hedging always beneficial A theoretical and empirical analysis,2020,"Hany Ahmed, Yilmaz Guney","['https://pureportal.coventry.ac.uk/en/persons/hany-ahmed', 'https://pureportal.coventry.ac.uk/en/persons/yilmaz-guney']",115,hany ahmed yilmaz guney,is corporate hedging always beneficial a theoretical and empirical analysis hany ahmed yilmaz guney 2020
https://pureportal.coventry.ac.uk/en/publications/market-in-financial-instruments-directive-mifid-stock-price-infor,Market in Financial Instruments Directive (MiFID stock price informativeness and liquidity,apr 2020,Daniel Aghanya,['https://pureportal.coventry.ac.uk/en/persons/daniel-aghanya'],116,daniel aghanya,market in financial instruments directive (mifid stock price informativeness and liquidity daniel aghanya apr 2020
https://pureportal.coventry.ac.uk/en/publications/market-pricing-of-bank-mampas-and-efficiency-in-europe,Market Pricing of Bank M&As and Efficiency in Europe,21 aug 2020,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],117,sailesh tanna,market pricing of bank m&as and efficiency in europe sailesh tanna 21 aug 2020
https://pureportal.coventry.ac.uk/en/publications/measuring-and-monitoring-sustainability-in-listed-european-footba,Measuring and Monitoring Sustainability in Listed European Football Clubs A Value-Added Reporting Perspective,25 nov 2020,Daniel Range,['https://pureportal.coventry.ac.uk/en/persons/daniel-range'],118,daniel range,measuring and monitoring sustainability in listed european football clubs a value-added reporting perspective daniel range 25 nov 2020
https://pureportal.coventry.ac.uk/en/publications/providing-an-enabling-environment-to-promote-the-sustainable-deve,Providing an enabling environment to promote the Sustainable Development Goals Coventry University’s experience,7 sep 2020,Jaliyyah Bello,['https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello'],119,jaliyyah bello,providing an enabling environment to promote the sustainable development goals coventry university’s experience jaliyyah bello 7 sep 2020
https://pureportal.coventry.ac.uk/en/publications/reflections-on-the-ontological-mythologies-of-creativity,Reflections on the Ontological Mythologies of Creativity,jul 2020,Sandar Win,['https://pureportal.coventry.ac.uk/en/persons/sandar-win'],120,sandar win,reflections on the ontological mythologies of creativity sandar win jul 2020
https://pureportal.coventry.ac.uk/en/publications/risk-governance-and-cybercrime-the-hierarchical-regression-approa,Risk Governance and Cybercrime The Hierarchical Regression Approach,28 may 2020,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],121,abdurafiu noah,risk governance and cybercrime the hierarchical regression approach abdurafiu noah 28 may 2020
https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-as-a-matter-for-financial-performance,Shari’ah Compliance as a Matter for Financial Performance,22 jan 2020,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],122,hafij ullah,shari’ah compliance as a matter for financial performance hafij ullah 22 jan 2020
https://pureportal.coventry.ac.uk/en/publications/systemic-financial-risk-indicators-and-securitised-assets-an-agen,Systemic financial risk indicators and securitised assets an agent-based framework,1 jan 2020,Eliana Lauretta,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'],123,eliana lauretta,systemic financial risk indicators and securitised assets an agent-based framework eliana lauretta 1 jan 2020
https://pureportal.coventry.ac.uk/en/publications/it-is-not-what-you-think-the-effect-of-colonial-legacies-on-afric,The effect of colonial legacies on Africa’s inward FDI the Case of UK FDI in Ghana,22 may 2020,Maktoba Omar,['https://pureportal.coventry.ac.uk/en/persons/maktoba-omar-omar-saad'],124,maktoba omar,the effect of colonial legacies on africa’s inward fdi the case of uk fdi in ghana maktoba omar 22 may 2020
https://pureportal.coventry.ac.uk/en/publications/the-fiscal-regime-for-uk-shale-gas-analysing-the-impacts-of-pad-a,The Fiscal Regime for UK Shale Gas Analysing the Impacts of Pad Allowance on Shale Gas Investments,nov 2020,Elijah Acquah-Andoh,['https://pureportal.coventry.ac.uk/en/persons/elijah-acquah-andoh'],125,elijah acquah andoh,the fiscal regime for uk shale gas analysing the impacts of pad allowance on shale gas investments elijah acquah andoh nov 2020
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profit-sharing-investment-accounts-on-shareholders-,The Impact of Profit-Sharing Investment Accounts on Shareholders Wealth,nov 2020,Ken Baldwin,['https://pureportal.coventry.ac.uk/en/persons/ken-baldwin'],126,ken baldwin,the impact of profit-sharing investment accounts on shareholders wealth ken baldwin nov 2020
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-regulations-on-compliance-costs-risk-taking-and-rep,The impact of regulations on compliance costs risk-taking and reporting quality of the EU banks,1 mar 2020,Daniel Aghanya,['https://pureportal.coventry.ac.uk/en/persons/daniel-aghanya'],127,daniel aghanya,the impact of regulations on compliance costs risk-taking and reporting quality of the eu banks daniel aghanya 1 mar 2020
https://pureportal.coventry.ac.uk/en/publications/the-long-run-relationship-between-fish-production-marine-trade-ba,The long run relationship between fish production marine trade balance and foreign direct investment An empirical study of Omani economy,4 nov 2020,Alloysius Egbulonu,['https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu'],128,alloysius egbulonu,the long run relationship between fish production marine trade balance and foreign direct investment an empirical study of omani economy alloysius egbulonu 4 nov 2020
https://pureportal.coventry.ac.uk/en/publications/the-role-of-ai-and-humans-in-the-organisational-decision-making-p,The role of AI and Humans in the organisational decision-making process within the manufacturing sector of Wales,9 jun 2020,Faisal Shahzad,['https://pureportal.coventry.ac.uk/en/persons/faisal-shahzad'],129,faisal shahzad,the role of ai and humans in the organisational decision-making process within the manufacturing sector of wales faisal shahzad 9 jun 2020
https://pureportal.coventry.ac.uk/en/publications/what-the-political-economy-literature-tells-us-about-blockades-an,What the political economy literature tells us about blockades and sanctions,30 sep 2020,"Piotr Lis, Mansoob Murshed","['https://pureportal.coventry.ac.uk/en/persons/piotr-lis', 'https://pureportal.coventry.ac.uk/en/persons/mansoob-murshed']",130,piotr lis mansoob murshed,what the political economy literature tells us about blockades and sanctions piotr lis mansoob murshed 30 sep 2020
https://pureportal.coventry.ac.uk/en/publications/which-firms-do-prefer-islamic-debt-an-analysis-and-evidence-from-,Which firms do prefer Islamic debt An analysis and evidence from global sukuk and bonds issuing firms,sep 2020,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],131,sarkar kabir,which firms do prefer islamic debt an analysis and evidence from global sukuk and bonds issuing firms sarkar kabir sep 2020
https://pureportal.coventry.ac.uk/en/publications/sustainability-education-practices-at-the-universities-from-a-dev,‘Sustainability Education Practices at the Universities from a Developing Country Context,2020,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],132,hafij ullah,‘sustainability education practices at the universities from a developing country context hafij ullah 2020
https://pureportal.coventry.ac.uk/en/publications/accounting-information-systems-and-system-of-systems-assessing-se,Accounting information systems and system of systems Assessing security with attack surface methodology,28 aug 2019,Pythagoras Petratos,['https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos'],133,pythagoras petratos,accounting information systems and system of systems assessing security with attack surface methodology pythagoras petratos 28 aug 2019
https://pureportal.coventry.ac.uk/en/publications/an-empirical-review-of-the-long-term-impact-of-rampd-expenditure-,An Empirical Review of the Long-Term Impact of R&D Expenditure and Capital Accumulation on GDP per Capita,2019,Ejike Udeogu,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu'],134,ejike udeogu,an empirical review of the long-term impact of r&d expenditure and capital accumulation on gdp per capita ejike udeogu 2019
https://pureportal.coventry.ac.uk/en/publications/a-structural-model-of-alpha-for-the-capital-adequacy-ratios-of-is,"A Structural Model of ""Alpha for the Capital Adequacy Ratios of Islamic Banks",may 2019,Kenneth Baldwin,['https://pureportal.coventry.ac.uk/en/persons/ken-baldwin'],135,kenneth baldwin,"a structural model of ""alpha for the capital adequacy ratios of islamic banks kenneth baldwin may 2019"
https://pureportal.coventry.ac.uk/en/publications/board-composition-and-insurance-firm-performance-evidence-from-em,Board Composition and Insurance Firm Performance Evidence from Emerging Markets,2019,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],136,sarkar kabir,board composition and insurance firm performance evidence from emerging markets sarkar kabir 2019
https://pureportal.coventry.ac.uk/en/publications/coalbed-methane-development-in-indonesia-design-and-economic-anal,Coalbed Methane Development in Indonesia Design and Economic Analysis of Upstream Petroleum Fiscal Policy,aug 2019,Elijah Acquah-Andoh,['https://pureportal.coventry.ac.uk/en/persons/elijah-acquah-andoh'],137,elijah acquah andoh,coalbed methane development in indonesia design and economic analysis of upstream petroleum fiscal policy elijah acquah andoh aug 2019
https://pureportal.coventry.ac.uk/en/publications/common-risk-factors-in-returns-on-sukuk-investment,Common Risk Factors in Returns on Sukuk Investment,2019,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],138,sarkar kabir,common risk factors in returns on sukuk investment sarkar kabir 2019
https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-and-institutional-embeddedness-of-,Competing institutional logics and institutional embeddedness of actors in Islamic financial reporting standardisation A comparative study,2019,Ahmad Abras,['https://pureportal.coventry.ac.uk/en/persons/ahmad-abras'],139,ahmad abras,competing institutional logics and institutional embeddedness of actors in islamic financial reporting standardisation a comparative study ahmad abras 2019
https://pureportal.coventry.ac.uk/en/publications/compliance-with-mercury-reporting-provisions-under-the-minamata-c,Compliance with Mercury Reporting Provisions under the Minamata Convention An Assessment from a Developing Country Perspective,2019,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],140,hafij ullah,compliance with mercury reporting provisions under the minamata convention an assessment from a developing country perspective hafij ullah 2019
https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc,Corporate environmental accountability in Nigeria The role of local communities,25 nov 2019,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],141,abdurafiu noah,corporate environmental accountability in nigeria the role of local communities abdurafiu noah 25 nov 2019
https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc-2,Corporate environmental accountability in Nigeria the role of Local Community,11 sep 2019,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],142,abdurafiu noah,corporate environmental accountability in nigeria the role of local community abdurafiu noah 11 sep 2019
https://pureportal.coventry.ac.uk/en/publications/corporate-governance-dynamics-and-quality-of-bank-and-insurance-b,Corporate Governance Dynamics and Quality of Bank and Insurance Boards An empirical study based on global data,2019,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],143,sarkar kabir,corporate governance dynamics and quality of bank and insurance boards an empirical study based on global data sarkar kabir 2019
https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-ghana-an-analysis-of-board-accountability,Corporate Governance in Ghana An Analysis of Board Accountability in Ghanaian Listed Banks,13 may 2019,Mei Yu,['https://pureportal.coventry.ac.uk/en/persons/mei-yu'],144,mei yu,corporate governance in ghana an analysis of board accountability in ghanaian listed banks mei yu 13 may 2019
https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-consumer-perception-for-the-uk-ap,Corporate Social Responsibility Consumer Perception For the UK Apparel Companies,2019,Mei Yu,['https://pureportal.coventry.ac.uk/en/persons/mei-yu'],145,mei yu,corporate social responsibility consumer perception for the uk apparel companies mei yu 2019
https://pureportal.coventry.ac.uk/en/publications/csr-consumption-paradox-examination-of-uk-apparel-companies,CSR-consumption paradox Examination of UK apparel companies,11 mar 2019,Mei Yu,['https://pureportal.coventry.ac.uk/en/persons/mei-yu'],146,mei yu,csr-consumption paradox examination of uk apparel companies mei yu 11 mar 2019
https://pureportal.coventry.ac.uk/en/publications/cyberattacks-on-critical-infrastructure-an-economic-perspective,Cyberattacks on critical infrastructure an economic perspective,jun 2019,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],147,piotr lis,cyberattacks on critical infrastructure an economic perspective piotr lis jun 2019
